scenario_name,day,order,item_type,start_time,end_time,location_id,location_name,category,duration_min,travel_from_previous_min,distance_from_previous_km,entry_fee_adult,predicted_suitability_score,latitude,longitude,reservation_required,recommendation_reason
history_architecture,3,1,location,09:30,11:00,21.0,Baths of Caracalla,historic,90,0,0.0,8.0,77.58,41.87882995605469,12.492473602294922,0.0,Tarih ilginizle yüksek uyumlu; mimari ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun.
history_architecture,3,2,location,11:32,12:32,36.0,Basilica of Saint John Lateran,religious,60,32,1.67,0.0,76.6,41.88584899902344,12.505587577819824,0.0,Tarih ilginizle yüksek uyumlu; mimari ilginizle yüksek uyumlu; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
history_architecture,3,3,break,12:32,13:32,,Lunch Break,break,60,0,0.0,0.0,,,,,Gün ortasında dinlenme ve yemek molası.
history_architecture,3,4,location,14:06,15:06,20.0,Basilica of Saint Mary Major,religious,60,34,1.79,0.0,76.6,41.89762496948242,12.498470306396484,0.0,Tarih ilginizle yüksek uyumlu; mimari ilginizle yüksek uyumlu; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
history_architecture,3,5,location,15:38,16:38,15.0,Altare della Patria,monument,60,32,1.65,0.0,76.45,41.89468765258789,12.48306655883789,0.0,Tarih ilginizle yüksek uyumlu; mimari ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun.
history_architecture,3,6,location,17:04,18:04,7.0,Piazza Navona,square,60,26,1.19,0.0,72.28,41.8989816,12.4731439,0.0,Mimari ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
free_low_budget,1,1,location,09:30,11:00,9.0,St. Peter's Basilica,religious,90,0,0.0,0.0,84.44,41.902156829833984,12.453712463378906,0.0,Tarih ilginizle yüksek uyumlu; mimari ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun.
free_low_budget,1,2,location,11:37,12:37,7.0,Piazza Navona,square,60,37,2.06,0.0,71.3,41.8989816,12.4731439,0.0,Mimari ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
free_low_budget,1,3,break,12:37,13:37,,Lunch Break,break,60,0,0.0,0.0,,,,,Gün ortasında dinlenme ve yemek molası.
free_low_budget,1,4,location,14:03,15:03,15.0,Altare della Patria,monument,60,26,1.19,0.0,75.44,41.89468765258789,12.48306655883789,0.0,Tarih ilginizle yüksek uyumlu; mimari ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun.
free_low_budget,1,5,location,15:35,16:35,20.0,Basilica of Saint Mary Major,religious,60,32,1.65,0.0,75.36,41.89762496948242,12.498470306396484,0.0,Tarih ilginizle yüksek uyumlu; mimari ilginizle yüksek uyumlu; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
free_low_budget,2,1,location,09:30,11:00,12.0,Villa Borghese,park,90,0,0.0,0.0,71.84,41.912841796875,12.486536026000977,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; gezi temponuzla uyumlu; tercih ettiğiniz ziyaret zamanına uygun.
free_low_budget,2,2,location,11:25,12:25,19.0,Piazza del Popolo,square,60,25,1.1,0.0,67.19,41.910711,12.476319,0.0,Mimari ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
free_low_budget,2,3,break,12:25,13:25,,Lunch Break,break,60,0,0.0,0.0,,,,,Gün ortasında dinlenme ve yemek molası.
free_low_budget,2,4,location,13:40,14:25,38.0,Pincian Hill,viewpoint,45,15,0.34,0.0,64.1,41.91104888916016,12.479573249816896,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
free_low_budget,2,5,location,14:45,15:30,6.0,Spanish Steps,landmark,45,20,0.77,0.0,66.85,41.90605163574219,12.48287296295166,0.0,Mimari ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
free_low_budget,2,6,location,15:49,16:19,5.0,Trevi Fountain,landmark,30,19,0.71,0.0,68.64,41.900978088378906,12.483284950256348,0.0,Mimari ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
free_low_budget,3,1,location,09:30,10:30,36.0,Basilica of Saint John Lateran,religious,60,0,0.0,0.0,75.32,41.88584899902344,12.505587577819824,0.0,Tarih ilginizle yüksek uyumlu; mimari ilginizle yüksek uyumlu; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
free_low_budget,3,2,location,11:08,11:53,22.0,Circus Maximus,historic,45,38,2.1,0.0,63.92,41.88615798950195,12.485308647155762,0.0,Tarih ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
free_low_budget,3,3,location,12:11,12:56,31.0,Orange Garden,park,45,18,0.57,0.0,65.42,41.88542556762695,12.479907989501951,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
free_low_budget,3,4,break,12:56,13:56,,Lunch Break,break,60,0,0.0,0.0,,,,,Gün ortasında dinlenme ve yemek molası.
free_low_budget,3,5,location,14:26,16:26,17.0,Trastevere,district,120,30,1.51,0.0,64.61,41.887222,12.465556,0.0,Tarih ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
free_low_budget,3,6,location,16:46,17:46,30.0,Janiculum Hill,viewpoint,60,20,0.76,0.0,65.95,41.89157485961914,12.461164474487305,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
nature_photography,1,1,location,10:00,11:30,12.0,Villa Borghese,park,90,0,0.0,0.0,76.05,41.912841796875,12.486536026000977,0.0,Fotoğraf çekimi için uygun; doğa ilginizle eşleşiyor; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
nature_photography,1,2,location,11:50,12:35,38.0,Pincian Hill,viewpoint,45,20,0.76,0.0,69.42,41.91104888916016,12.479573249816896,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
nature_photography,1,3,location,12:50,13:50,19.0,Piazza del Popolo,square,60,15,0.34,0.0,60.41,41.910711,12.476319,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
nature_photography,1,4,break,13:50,15:05,,Lunch Break,break,75,0,0.0,0.0,,,,,Gün ortasında dinlenme ve yemek molası.
nature_photography,1,5,location,15:37,16:37,7.0,Piazza Navona,square,60,32,1.66,0.0,64.36,41.8989816,12.4731439,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
nature_photography,2,1,location,10:00,12:00,34.0,Appian Way,historic,120,0,0.0,0.0,71.24,41.866944,12.5325,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; gezi temponuzla uyumlu; tercih ettiğiniz ziyaret zamanına uygun.
nature_photography,2,2,break,12:00,13:15,,Lunch Break,break,75,0,0.0,0.0,,,,,Gün ortasında dinlenme ve yemek molası.
nature_photography,2,3,location,14:24,15:54,21.0,Baths of Caracalla,historic,90,69,4.46,8.0,61.32,41.87882995605469,12.492473602294922,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
nature_photography,2,4,location,16:25,17:10,31.0,Orange Garden,park,45,31,1.59,0.0,71.67,41.88542556762695,12.479907989501951,0.0,Fotoğraf çekimi için uygun; doğa ilginizle eşleşiyor; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
nature_photography,2,5,location,17:48,18:48,30.0,Janiculum Hill,viewpoint,60,38,2.12,0.0,70.48,41.89157485961914,12.461164474487305,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
gastronomy_evening,1,1,location,11:00,13:00,17.0,Trastevere,district,120,0,0.0,0.0,71.9,41.887222,12.465556,0.0,Fotoğraf çekimi için uygun; gastronomi tercihinize uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
gastronomy_evening,1,2,location,13:28,14:13,16.0,Campo de' Fiori,square,45,28,1.35,0.0,68.58,41.8956638,12.4720465,0.0,Fotoğraf çekimi için uygun; gastronomi tercihinize uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
gastronomy_evening,1,3,break,14:13,15:28,,Lunch Break,break,75,0,0.0,0.0,,,,,Gün ortasında dinlenme ve yemek molası.
gastronomy_evening,1,4,location,15:44,16:44,7.0,Piazza Navona,square,60,16,0.47,0.0,70.1,41.8989816,12.4731439,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
gastronomy_evening,1,5,location,17:06,18:36,11.0,Castel Sant'Angelo,historic,90,22,0.9,15.0,61.58,41.903099060058594,12.466400146484377,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; gezi temponuzla uyumlu; tercih ettiğiniz ziyaret zamanına uygun.
gastronomy_evening,1,6,location,19:04,20:34,9.0,St. Peter's Basilica,religious,90,28,1.32,0.0,63.06,41.902156829833984,12.453712463378906,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; gezi temponuzla uyumlu; tercih ettiğiniz ziyaret zamanına uygun.
gastronomy_evening,2,1,location,11:00,12:30,21.0,Baths of Caracalla,historic,90,0,0.0,8.0,60.24,41.87882995605469,12.492473602294922,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; gezi temponuzla uyumlu; tercih ettiğiniz ziyaret zamanına uygun.
gastronomy_evening,2,2,location,13:01,14:31,3.0,Palatine Hill,historic,90,31,1.56,18.0,58.91,41.889305114746094,12.487109184265137,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; gezi temponuzla uyumlu; tercih ettiğiniz ziyaret zamanına uygun.
gastronomy_evening,2,3,break,14:31,15:46,,Lunch Break,break,75,0,0.0,0.0,,,,,Gün ortasında dinlenme ve yemek molası.
gastronomy_evening,2,4,location,16:07,17:07,15.0,Altare della Patria,monument,60,21,0.86,0.0,59.9,41.89468765258789,12.48306655883789,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
gastronomy_evening,2,5,location,17:20,18:05,18.0,Piazza Venezia,square,45,13,0.23,0.0,55.09,41.89605331420898,12.48182201385498,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
gastronomy_evening,2,6,location,18:23,19:08,4.0,Pantheon,historic,45,18,0.63,5.0,57.54,41.89861679077149,12.47683334350586,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
family_with_children,1,1,location,09:30,12:30,8.0,Vatican Museums,museum,180,0,0.0,20.0,65.31,41.90496063232422,12.45466136932373,1.0,Belirlediğiniz giriş ücreti sınırına uygun; gezi temponuzla uyumlu; tercih ettiğiniz ziyaret zamanına uygun; aile dostu mekân şartınızı karşılıyor.
family_with_children,1,2,break,12:30,14:00,,Lunch Break,break,90,0,0.0,0.0,,,,,Gün ortasında dinlenme ve yemek molası.
family_with_children,1,3,location,14:15,15:45,9.0,St. Peter's Basilica,religious,90,15,0.4,0.0,63.37,41.902156829833984,12.453712463378906,0.0,Belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun; aile dostu mekân şartınızı karşılıyor.
family_with_children,1,4,location,15:57,16:42,10.0,Sistine Chapel,religious,45,12,0.13,20.0,57.28,41.90293502807617,12.4544038772583,1.0,Belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun; aile dostu mekân şartınızı karşılıyor.
family_with_children,2,1,location,09:30,11:30,34.0,Appian Way,historic,120,0,0.0,0.0,63.88,41.866944,12.5325,0.0,Belirlediğiniz giriş ücreti sınırına uygun; gezi temponuzla uyumlu; tercih ettiğiniz ziyaret zamanına uygun; aile dostu mekân şartınızı karşılıyor.
family_with_children,2,2,break,11:30,13:00,,Lunch Break,break,90,0,0.0,0.0,,,,,Gün ortasında dinlenme ve yemek molası.
family_with_children,2,3,location,14:19,16:19,1.0,Colosseum,historic,120,79,5.21,18.0,63.08,41.890262603759766,12.493086814880373,1.0,Belirlediğiniz giriş ücreti sınırına uygun; gezi temponuzla uyumlu; tercih ettiğiniz ziyaret zamanına uygun; aile dostu mekân şartınızı karşılıyor.
family_with_children,3,1,location,09:30,11:30,14.0,Capitoline Museums,museum,120,0,0.0,16.0,63.75,41.892669677734375,12.482208251953123,0.0,Belirlediğiniz giriş ücreti sınırına uygun; gezi temponuzla uyumlu; tercih ettiğiniz ziyaret zamanına uygun; aile dostu mekân şartınızı karşılıyor.
family_with_children,3,2,location,11:46,13:46,2.0,Roman Forum,historic,120,16,0.48,18.0,59.45,41.8917236328125,12.486671447753906,0.0,Belirlediğiniz giriş ücreti sınırına uygun; gezi temponuzla uyumlu; tercih ettiğiniz ziyaret zamanına uygun; aile dostu mekân şartınızı karşılıyor.
family_with_children,3,3,break,13:46,15:16,,Lunch Break,break,90,0,0.0,0.0,,,,,Gün ortasında dinlenme ve yemek molası.
family_with_children,3,4,location,15:33,16:33,15.0,Altare della Patria,monument,60,17,0.56,0.0,59.37,41.89468765258789,12.48306655883789,0.0,Belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun; aile dostu mekân şartınızı karşılıyor.
fast_first_time_visitor,1,1,location,08:30,09:15,4.0,Pantheon,historic,45,0,0.0,5.0,81.15,41.89861679077149,12.47683334350586,0.0,Tarih ilginizle yüksek uyumlu; mimari ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun.
fast_first_time_visitor,1,2,location,09:36,10:36,15.0,Altare della Patria,monument,60,21,0.85,0.0,76.48,41.89468765258789,12.48306655883789,0.0,Tarih ilginizle yüksek uyumlu; mimari ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun.
fast_first_time_visitor,1,3,location,10:49,11:34,18.0,Piazza Venezia,square,45,13,0.23,0.0,71.47,41.89605331420898,12.48182201385498,0.0,Mimari ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; gezi temponuzla uyumlu.
fast_first_time_visitor,1,4,location,11:54,12:39,29.0,Quirinal Palace,palace,45,20,0.77,0.0,72.52,41.90065383911133,12.486031532287598,0.0,Tarih ilginizle yüksek uyumlu; mimari ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun.
fast_first_time_visitor,1,5,break,12:39,13:24,,Lunch Break,break,45,0,0.0,0.0,,,,,Gün ortasında dinlenme ve yemek molası.
fast_first_time_visitor,1,6,location,13:45,14:30,6.0,Spanish Steps,landmark,45,21,0.82,0.0,71.83,41.90605163574219,12.48287296295166,0.0,Mimari ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; gezi temponuzla uyumlu.
fast_first_time_visitor,1,7,location,14:49,15:19,5.0,Trevi Fountain,landmark,30,19,0.71,0.0,70.9,41.900978088378906,12.483284950256348,0.0,Mimari ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
fast_first_time_visitor,2,1,location,08:30,09:15,10.0,Sistine Chapel,religious,45,0,0.0,20.0,73.43,41.90293502807617,12.4544038772583,1.0,Belirlediğiniz giriş ücreti sınırına uygun; gezi temponuzla uyumlu; tercih ettiğiniz ziyaret zamanına uygun.
fast_first_time_visitor,2,2,location,09:27,10:57,9.0,St. Peter's Basilica,religious,90,12,0.13,0.0,76.56,41.902156829833984,12.453712463378906,0.0,Tarih ilginizle yüksek uyumlu; mimari ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun.
fast_first_time_visitor,2,3,location,11:34,12:34,7.0,Piazza Navona,square,60,37,2.06,0.0,72.66,41.8989816,12.4731439,0.0,Mimari ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; tercih ettiğiniz ziyaret zamanına uygun.
fast_first_time_visitor,2,4,location,12:51,13:36,40.0,Largo di Torre Argentina,historic,45,17,0.56,0.0,68.73,41.89604187011719,12.476836204528809,0.0,Tarih ilginizle yüksek uyumlu; fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; gezi temponuzla uyumlu.
fast_first_time_visitor,2,5,break,13:36,14:21,,Lunch Break,break,45,0,0.0,0.0,,,,,Gün ortasında dinlenme ve yemek molası.
fast_first_time_visitor,2,6,location,14:38,15:23,16.0,Campo de' Fiori,square,45,17,0.5,0.0,66.56,41.8956638,12.4720465,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; gezi temponuzla uyumlu; tercih ettiğiniz ziyaret zamanına uygun.
fast_first_time_visitor,2,7,location,15:48,16:33,33.0,Tiber Island,landmark,45,25,1.12,0.0,65.64,41.8896369934082,12.479233741760254,0.0,Fotoğraf çekimi için uygun; belirlediğiniz giriş ücreti sınırına uygun; gezi temponuzla uyumlu; tercih ettiğiniz ziyaret zamanına uygun.
