location_id,location_name,normalized_name,city,country,opentripmap_match_name,opentripmap_match_score,source_opentripmap_id,source_osm_id,source_wikidata_id,latitude,longitude,category_raw,opentripmap_rate,popularity_score,data_source,opentripmap_match_status,category,sub_category,description,indoor_outdoor,average_visit_duration_min,min_visit_duration_min,max_visit_duration_min,recommended_visit_time,reservation_required,is_family_friendly,opening_hours_raw,opening_time,closing_time,open_days,closed_days,is_open_24h,entry_fee_adult,entry_fee_student,currency,is_free,budget_level,google_rating,google_review_count,tourist_importance_score,history_score,museum_score,art_score,architecture_score,photography_score,nature_score,gastronomy_score,shopping_score,religious_score,public_transport_score,walking_difficulty_score,weather_sensitivity,good_for_rainy_weather,good_for_hot_weather,location_identity_source,coordinate_source,planning_feature_source,fee_data_source,opening_hours_source,interest_scores_source,google_rating_source,data_confidence_level,needs_verification,verification_note,interest_match_score,budget_match_score,time_match_score,tempo_match_score,weather_match_score,importance_match_score,suitability_score,user_profile_name,recommendation_reason
10,Sistine Chapel,sistine chapel,Rome,Italy,Sistine Chapel,100.0,W215289671,way/215289671,Q2943,41.90293502807617,12.4544038772583,"religion,churches,interesting_places,other_churches",3.0,3.0,OpenTripMap,strong_match,religious,chapel_art,,indoor,45,45,120,any,True,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,20,0,EUR,False,medium,,,10,5,8,10,5,6,0,0,0,9,7,4,medium,True,True,OpenTripMap,OpenTripMap,rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,high,True,"Identity and coordinates are sourced from OpenTripMap. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",76.67,75,80,90,100,100.0,85.08,art_museum_user,"Sistine Chapel, müze ve sanat ilgisine uygun olduğu için önerildi."
8,Vatican Museums,vatican museums,Rome,Italy,Vatican Museums,100.0,W255959482,way/255959482,Q182955,41.90496063232422,12.45466136932373,"national_museums,cultural,museums,interesting_places,art_galleries",3.0,3.0,OpenTripMap,strong_match,museum,art_museum,,indoor,180,45,120,any,True,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,20,0,EUR,False,medium,,,10,8,10,10,5,6,0,0,0,0,7,4,medium,True,True,OpenTripMap,OpenTripMap,rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,high,True,"Identity and coordinates are sourced from OpenTripMap. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",83.33,75,80,55,100,100.0,83.92,art_museum_user,"Vatican Museums, tarih ilgisine uygun, müze ve sanat ilgisine uygun olduğu için önerildi."
13,Borghese Gallery,borghese gallery,Rome,Italy,galleria borghese,100.0,N1440405490,node/1440405490,Q841506,41.91411972045898,12.492060661315918,"cultural,museums,interesting_places,art_galleries",7.0,7.0,OpenTripMap,strong_match,museum,art_gallery,,indoor,120,45,120,any,True,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,15,0,EUR,False,medium,,,9,5,10,10,5,6,0,0,0,0,7,4,medium,True,True,OpenTripMap,OpenTripMap,rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,high,True,"Identity and coordinates are sourced from OpenTripMap. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",83.33,75,80,75,100,90.0,83.42,art_museum_user,"Borghese Gallery, müze ve sanat ilgisine uygun olduğu için önerildi."
14,Capitoline Museums,capitoline museums,Rome,Italy,Capitoline Museums,100.0,R9909127,relation/9909127,Q333906,41.892669677734375,12.482208251953123,"cultural,museums,interesting_places,art_galleries",3.0,3.0,OpenTripMap,strong_match,museum,history_art_museum,,indoor,120,45,120,any,False,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,16,0,EUR,False,medium,,,8,9,9,8,5,6,0,0,0,0,7,4,medium,True,True,OpenTripMap,OpenTripMap,rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,high,True,"Identity and coordinates are sourced from OpenTripMap. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",73.33,75,80,75,100,80.0,77.42,art_museum_user,"Capitoline Museums, tarih ilgisine uygun, müze ve sanat ilgisine uygun olduğu için önerildi."
26,MAXXI Museum,maxxi museum,Rome,Italy,MAXXI Museo nazionale delle arti del XXI secolo,93.1818181818182,R8748353,relation/8748353,Q1881229,41.9288444519043,12.466667175292969,"national_museums,cultural,museums,interesting_places,art_galleries",6.0,6.0,OpenTripMap,possible_match,museum,modern_art_museum,,indoor,90,45,120,any,False,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,12,0,EUR,False,medium,,,7,5,8,8,8,6,0,0,0,0,7,4,medium,True,True,OpenTripMap,OpenTripMap,rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,medium,True,"Identity and coordinates are sourced from OpenTripMap. OpenTripMap match should be manually reviewed. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",80.0,75,80,75,100,70.0,77.25,art_museum_user,"MAXXI Museum, mimari açıdan güçlü, müze ve sanat ilgisine uygun olduğu için önerildi."
4,Pantheon,pantheon,Rome,Italy,Pantheon,100.0,R3374342,relation/3374342,Q99309,41.89861679077149,12.47683334350586,"religion,churches,interesting_places,other_churches",2.0,2.0,OpenTripMap,strong_match,historic,temple_church,,indoor,45,45,120,any,False,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,5,0,EUR,False,low,,,10,9,0,3,10,9,0,0,0,6,7,4,medium,True,True,OpenTripMap,OpenTripMap,rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,high,True,"Identity and coordinates are sourced from OpenTripMap. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",43.33,90,80,90,100,100.0,75.67,art_museum_user,"Pantheon, tarih ilgisine uygun, mimari açıdan güçlü, fotoğraf çekimi için uygun olduğu için önerildi."
9,St. Peter's Basilica,st peters basilica,Rome,Italy,Saint Peter's Basilica,100.0,W205541334,way/205541334,Q12512,41.902156829833984,12.453712463378906,"religion,churches,interesting_places,catholic_churches",7.0,7.0,OpenTripMap,strong_match,religious,basilica,,indoor,90,45,120,any,False,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,0,0,EUR,True,free,,,10,9,0,3,10,9,0,0,0,10,7,4,medium,True,True,OpenTripMap,OpenTripMap,rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,high,True,"Identity and coordinates are sourced from OpenTripMap. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",43.33,100,80,75,100,100.0,75.67,art_museum_user,"St. Peter's Basilica, tarih ilgisine uygun, mimari açıdan güçlü, fotoğraf çekimi için uygun olduğu için önerildi."
24,Ara Pacis,ara pacis,Rome,Italy,Museo dell'Ara Pacis,100.0,W201293294,way/201293294,Q3867996,41.9061393737793,12.475457191467283,"archaeological_museums,cultural,museums,interesting_places,history_museums",3.0,3.0,OpenTripMap,strong_match,museum,historic_monument_museum,,indoor,60,45,120,any,False,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,10,0,EUR,False,low,,,7,8,7,7,5,6,0,0,0,0,7,4,medium,True,True,OpenTripMap,OpenTripMap,rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,high,True,"Identity and coordinates are sourced from OpenTripMap. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",63.33,90,80,90,100,70.0,75.17,art_museum_user,"Ara Pacis, tarih ilgisine uygun olduğu için önerildi."
25,Doria Pamphilj Gallery,doria pamphilj gallery,Rome,Italy,palazzo doria pamphilj,100.0,N706793341,node/706793341,Q385387,41.89782333374024,12.481560707092283,"cultural,museums,interesting_places,art_galleries",7.0,7.0,OpenTripMap,strong_match,museum,art_gallery,,indoor,90,45,120,any,False,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,16,0,EUR,False,medium,,,7,5,8,9,5,6,0,0,0,0,7,4,medium,True,True,OpenTripMap,OpenTripMap,rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,high,True,"Identity and coordinates are sourced from OpenTripMap. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",73.33,75,80,75,100,70.0,74.92,art_museum_user,"Doria Pamphilj Gallery, müze ve sanat ilgisine uygun olduğu için önerildi."
7,Piazza Navona,piazza navona,Rome,Italy,Manual: Piazza Navona,100.0,,,Q463400,41.8989816,12.4731439,"historic,architecture,cultural,urban_environment,squares",,,"Wikidata, Manual",manual_match,square,historic_square,,outdoor,60,45,120,any,False,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,0,0,EUR,True,free,,,10,5,0,3,9,10,0,6,0,0,7,4,medium,False,True,"Wikidata, Manual","Wikidata, Manual",rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,medium,True,"Identity and coordinates are manually completed using Wikidata. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",40.0,100,80,90,40,100.0,73.0,art_museum_user,"Piazza Navona, mimari açıdan güçlü, fotoğraf çekimi için uygun olduğu için önerildi."
17,Trastevere,trastevere,Rome,Italy,Manual: Trastevere,100.0,,,Q914255,41.887222,12.465556,"historic,cultural,urban_environment,districts,neighbourhood",,,"Wikidata, Manual",manual_match,district,historic_neighbourhood,,outdoor,120,45,120,evening,False,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,0,0,EUR,True,free,,,9,7,0,3,5,8,0,10,0,0,7,4,medium,False,True,"Wikidata, Manual","Wikidata, Manual",rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,medium,True,"Identity and coordinates are manually completed using Wikidata. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",90.0,100,100,90,80,90.0,92.0,food_evening_user,"Trastevere, fotoğraf çekimi için uygun, yeme-içme ve atmosfer açısından güçlü olduğu için önerildi."
7,Piazza Navona,piazza navona,Rome,Italy,Manual: Piazza Navona,100.0,,,Q463400,41.8989816,12.4731439,"historic,architecture,cultural,urban_environment,squares",,,"Wikidata, Manual",manual_match,square,historic_square,,outdoor,60,45,120,any,False,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,0,0,EUR,True,free,,,10,5,0,3,9,10,0,6,0,0,7,4,medium,False,True,"Wikidata, Manual","Wikidata, Manual",rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,medium,True,"Identity and coordinates are manually completed using Wikidata. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",80.0,100,70,90,80,100.0,88.0,food_evening_user,"Piazza Navona, mimari açıdan güçlü, fotoğraf çekimi için uygun olduğu için önerildi."
16,Campo de' Fiori,campo de fiori,Rome,Italy,Manual: Campo de' Fiori,100.0,,,Q28303,41.8956638,12.4720465,"historic,cultural,urban_environment,squares,marketplace",,,"Wikidata, Manual",manual_match,square,market_square,,outdoor,45,45,120,any,False,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,0,0,EUR,True,free,,,7,5,0,3,5,7,0,8,6,0,7,4,medium,False,True,"Wikidata, Manual","Wikidata, Manual",rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,medium,True,"Identity and coordinates are manually completed using Wikidata. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",75.0,100,70,75,80,70.0,77.25,food_evening_user,"Campo de' Fiori, yeme-içme ve atmosfer açısından güçlü olduğu için önerildi."
5,Trevi Fountain,trevi fountain,Rome,Italy,trevi fountain,100.0,W23322002,way/23322002,Q185382,41.900978088378906,12.483284950256348,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",3.0,3.0,OpenTripMap,strong_match,landmark,fountain,,outdoor,30,45,120,any,False,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,0,0,EUR,True,free,,,10,5,0,3,8,10,0,0,0,0,7,4,medium,False,True,OpenTripMap,OpenTripMap,rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,high,True,"Identity and coordinates are sourced from OpenTripMap. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",50.0,100,70,75,80,100.0,76.0,food_evening_user,"Trevi Fountain, mimari açıdan güçlü, fotoğraf çekimi için uygun olduğu için önerildi."
9,St. Peter's Basilica,st peters basilica,Rome,Italy,Saint Peter's Basilica,100.0,W205541334,way/205541334,Q12512,41.902156829833984,12.453712463378906,"religion,churches,interesting_places,catholic_churches",7.0,7.0,OpenTripMap,strong_match,religious,basilica,,indoor,90,45,120,any,False,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,0,0,EUR,True,free,,,10,9,0,3,10,9,0,0,0,10,7,4,medium,True,True,OpenTripMap,OpenTripMap,rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,high,True,"Identity and coordinates are sourced from OpenTripMap. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",45.0,100,70,90,80,100.0,75.75,food_evening_user,"St. Peter's Basilica, tarih ilgisine uygun, mimari açıdan güçlü, fotoğraf çekimi için uygun olduğu için önerildi."
15,Altare della Patria,altare della patria,Rome,Italy,monument to vittorio emanuele ii,100.0,R1849830,relation/1849830,Q506234,41.89468765258789,12.48306655883789,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",7.0,7.0,OpenTripMap,strong_match,monument,national_monument,,outdoor,60,45,120,any,False,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,0,0,EUR,True,free,,,9,8,0,3,9,10,0,0,0,0,7,4,medium,False,True,OpenTripMap,OpenTripMap,rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,high,True,"Identity and coordinates are sourced from OpenTripMap. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",50.0,100,70,90,80,90.0,75.0,food_evening_user,"Altare della Patria, tarih ilgisine uygun, mimari açıdan güçlü, fotoğraf çekimi için uygun olduğu için önerildi."
4,Pantheon,pantheon,Rome,Italy,Pantheon,100.0,R3374342,relation/3374342,Q99309,41.89861679077149,12.47683334350586,"religion,churches,interesting_places,other_churches",2.0,2.0,OpenTripMap,strong_match,historic,temple_church,,indoor,45,45,120,any,False,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,5,0,EUR,False,low,,,10,9,0,3,10,9,0,0,0,6,7,4,medium,True,True,OpenTripMap,OpenTripMap,rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,high,True,"Identity and coordinates are sourced from OpenTripMap. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",45.0,90,70,75,80,100.0,72.75,food_evening_user,"Pantheon, tarih ilgisine uygun, mimari açıdan güçlü, fotoğraf çekimi için uygun olduğu için önerildi."
6,Spanish Steps,spanish steps,Rome,Italy,spanish steps,100.0,W134400816,way/134400816,Q848072,41.90605163574219,12.48287296295166,"other,unclassified_objects,interesting_places,tourist_object",3.0,3.0,OpenTripMap,strong_match,landmark,stairs_square,,outdoor,45,45,120,any,False,True,,,,"Mon,Tue,Wed,Thu,Fri,Sat,Sun",,False,0,0,EUR,True,free,,,9,5,0,3,7,9,0,0,7,0,7,4,medium,False,True,OpenTripMap,OpenTripMap,rule_based_v1_draft,draft_manual_needs_official_verification,not_collected_yet,rule_based_feature_engineering_v1,not_collected_yet,high,True,"Identity and coordinates are sourced from OpenTripMap. Entry fee, visit duration, opening hours and interest scores are V1 draft planning features. These fields should be verified with official websites, Google Places API or user feedback in later versions.",45.0,100,70,75,80,90.0,71.75,food_evening_user,"Spanish Steps, fotoğraf çekimi için uygun olduğu için önerildi."
